source_name,MJD,mag,mag_err,RA,DEC
022325.01-003612.6,55098.45422,20.09,0.29,35.85553,-0.6071
022325.01-003612.6,55098.46151,19.6,0.23,35.85544,-0.60682
022325.01-003612.6,55098.46877,19.4,0.2,35.85572,-0.60698
022325.01-003612.6,55539.20931,19.86,0.26,35.85581,-0.60705
022325.01-003612.6,55539.22857,19.48,0.21,35.85528,-0.60673
022325.01-003612.6,55544.10026,20.21,0.31,35.85594,-0.60665
022325.01-003612.6,55211.16269,20.38,0.34,35.85598,-0.60724
022325.01-003612.6,55211.18317,19.72,0.24,35.85534,-0.60696
022325.01-003612.6,55506.32106,19.56,0.18,35.85579,-0.60643
022325.01-003612.6,55506.34832,19.78,0.2,35.85567,-0.60671
022325.01-003612.6,55514.25085,19.27,0.19,35.85538,-0.60705
022325.01-003612.6,55514.26473,19.85,0.26,35.85589,-0.60649
022325.01-003612.6,55514.27171,19.99,0.28,35.85538,-0.60675
022325.01-003612.6,55530.20169,19.49,0.21,35.85508,-0.60704
022325.01-003612.6,55530.21203,19.58,0.22,35.85565,-0.60659
022325.01-003612.6,55530.21723,19.19,0.18,35.85547,-0.60682
022325.01-003612.6,55472.40779,19.8,0.25,35.85533,-0.60647
022325.01-003612.6,55472.42149,19.7,0.24,35.85546,-0.60678
022325.01-003612.6,55472.42835,19.15,0.19,35.85529,-0.60672
022325.01-003612.6,55480.31611,19.96,0.27,35.8551,-0.60712
022325.01-003612.6,55480.33347,19.72,0.24,35.85569,-0.60624
022325.01-003612.6,55498.30013,19.47,0.21,35.85579,-0.60651
022325.01-003612.6,55455.36894,19.89,0.26,35.85542,-0.60701
022325.01-003612.6,55455.38498,19.87,0.25,35.85579,-0.60684
022325.01-003612.6,55565.17498,19.57,0.22,35.85551,-0.6066
022325.01-003612.6,55565.18245,19.44,0.21,35.85497,-0.60686
022325.01-003612.6,55565.19749,19.62,0.23,35.85576,-0.60672
022325.01-003612.6,55590.11366,19.88,0.27,35.85577,-0.60648
022325.01-003612.6,55590.11884,19.08,0.19,35.85595,-0.60708
022325.01-003612.6,55590.12398,19.05,0.19,35.85493,-0.60611
022325.01-003612.6,54025.34097,20.46,0.33,35.85543,-0.6073
022325.01-003612.6,54025.34986,20.21,0.29,35.85573,-0.60727
022325.01-003612.6,54025.35431,19.84,0.24,35.85562,-0.60684
022325.01-003612.6,55825.38558,19.92,0.26,35.85527,-0.60715
022325.01-003612.6,55825.40259,19.78,0.24,35.85585,-0.60699
022325.01-003612.6,55861.24982,19.84,0.26,35.85609,-0.60748
022325.01-003612.6,55835.29467,20.0,0.28,35.85563,-0.60715
022325.01-003612.6,55835.30369,20.03,0.28,35.85528,-0.60742
022325.01-003612.6,55835.31288,19.62,0.23,35.85596,-0.60703
022325.01-003612.6,55881.30506,19.31,0.19,35.8554,-0.60707
022325.01-003612.6,55881.31033,19.82,0.24,35.8555,-0.60715
022325.01-003612.6,55851.26639,20.35,0.32,35.85586,-0.60689
022325.01-003612.6,55851.275,19.89,0.25,35.85558,-0.60749
022325.01-003612.6,55922.18145,20.14,0.29,35.8557,-0.60697
022325.01-003612.6,55922.18812,20.13,0.29,35.85612,-0.60719
022325.01-003612.6,55922.19483,19.64,0.23,35.85561,-0.60703
022325.01-003612.6,55922.20152,19.36,0.2,35.85519,-0.60679
022325.01-003612.6,56188.41381,19.64,0.23,35.85544,-0.60707
022325.01-003612.6,56188.41952,19.16,0.18,35.85545,-0.6069
022325.01-003612.6,56188.43088,20.11,0.3,35.8557,-0.60733
022325.01-003612.6,56213.34664,19.8,0.25,35.85565,-0.6071
022325.01-003612.6,56213.35347,19.91,0.26,35.85563,-0.60688
022325.01-003612.6,56213.36021,19.57,0.22,35.85534,-0.60708
022325.01-003612.6,56213.36707,20.3,0.33,35.85549,-0.60696
022325.01-003612.6,56223.2622,19.86,0.26,35.85587,-0.6067
022325.01-003612.6,56223.27423,20.25,0.32,35.85598,-0.60727
022325.01-003612.6,56238.31046,19.98,0.23,35.85574,-0.60738
022325.01-003612.6,56238.31853,19.76,0.21,35.8555,-0.60716
022325.01-003612.6,56238.32648,20.42,0.29,35.85545,-0.60696
022325.01-003612.6,56238.33446,20.13,0.25,35.85558,-0.60698
022325.01-003612.6,56253.19885,19.3,0.2,35.85614,-0.60674
022325.01-003612.6,56273.21758,19.62,0.19,35.85549,-0.60702
022325.01-003612.6,56273.22363,19.73,0.2,35.85555,-0.60689
022325.01-003612.6,56273.22972,19.89,0.22,35.85554,-0.6076
022325.01-003612.6,56273.23586,19.71,0.2,35.85554,-0.60708
022325.01-003612.6,56299.09327,19.32,0.2,35.85577,-0.60699
022325.01-003612.6,56299.09835,19.82,0.25,35.85549,-0.60664
022325.01-003612.6,56299.10344,20.01,0.28,35.85567,-0.60698
022325.01-003612.6,56299.10853,19.89,0.26,35.85567,-0.60718
022325.01-003612.6,56540.44834,19.84,0.27,35.85558,-0.60685
022325.01-003612.6,56540.45327,19.87,0.28,35.85557,-0.60708
022325.01-003612.6,56540.45822,19.73,0.26,35.8555,-0.60698
022325.01-003612.6,56540.46328,19.99,0.3,35.85564,-0.60694
022325.01-003612.6,56552.42933,19.06,0.18,35.8554,-0.60701
022325.01-003612.6,56552.43435,18.64,0.15,35.85521,-0.60763
022325.01-003612.6,56552.43948,19.51,0.22,35.8551,-0.60683
022325.01-003612.6,56552.44448,19.64,0.24,35.85563,-0.60685
022325.01-003612.6,56565.48406,19.63,0.23,35.85535,-0.60711
022325.01-003612.6,56565.48988,20.05,0.28,35.85542,-0.60699
022325.01-003612.6,56565.49614,19.05,0.17,35.85518,-0.60682
022325.01-003612.6,56571.34297,20.34,0.33,35.85571,-0.60704
022325.01-003612.6,56571.35647,19.29,0.19,35.85504,-0.60717
022325.01-003612.6,56571.36326,19.67,0.23,35.8555,-0.60719
022325.01-003612.6,56577.42132,18.83,0.16,35.85537,-0.60663
022325.01-003612.6,56577.42633,19.81,0.25,35.85562,-0.60718
022325.01-003612.6,56577.43133,19.71,0.24,35.85575,-0.60723
022325.01-003612.6,56577.43636,19.27,0.19,35.85541,-0.60688
022325.01-003612.6,56591.31473,19.44,0.21,35.85533,-0.60655
022325.01-003612.6,56591.32478,19.66,0.23,35.85591,-0.60667
022325.01-003612.6,56591.33483,18.76,0.15,35.85548,-0.60682
022325.01-003612.6,56591.34488,19.77,0.24,35.85514,-0.60636
022325.01-003612.6,53710.18691,17.85,0.11,35.85441,-0.60345
022325.01-003612.6,53710.1944,17.96,0.11,35.85454,-0.60348
022325.01-003612.6,53710.20191,18.06,0.11,35.85449,-0.60333
022325.01-003612.6,53710.20939,17.73,0.1,35.85445,-0.60355
022325.01-003612.6,53729.15863,17.81,0.1,35.85447,-0.60344
022325.01-003612.6,53729.16661,18.05,0.11,35.85443,-0.60346
022325.01-003612.6,53729.1746,17.85,0.11,35.85436,-0.60344
022325.01-003612.6,53729.18255,17.66,0.1,35.85427,-0.60334
022325.01-003612.6,53675.26528,17.75,0.1,35.85419,-0.60341
022325.01-003612.6,53675.27171,17.95,0.11,35.85436,-0.60347
022325.01-003612.6,53675.27814,17.91,0.11,35.85438,-0.60341
022325.01-003612.6,53675.28456,17.67,0.1,35.85455,-0.60386
022325.01-003612.6,53703.17384,17.91,0.11,35.85455,-0.6034
022325.01-003612.6,53703.18026,17.79,0.11,35.85434,-0.60348
022325.01-003612.6,53703.18672,17.75,0.1,35.85402,-0.60331
022325.01-003612.6,53703.19316,18.03,0.11,35.85438,-0.6034
022325.01-003612.6,53648.34655,17.88,0.11,35.8545,-0.6033
022325.01-003612.6,53648.35582,17.99,0.12,35.85448,-0.6035
022325.01-003612.6,53648.36505,17.77,0.11,35.8542,-0.60343
022325.01-003612.6,53648.3743,17.81,0.11,35.85416,-0.60338
022325.01-003612.6,53654.33682,18.13,0.12,35.85455,-0.60337
022325.01-003612.6,53654.34214,17.99,0.12,35.85427,-0.60346
022325.01-003612.6,53654.34751,17.99,0.12,35.85438,-0.60335
022325.01-003612.6,53654.35281,18.06,0.12,35.85446,-0.60339
022325.01-003612.6,53670.31437,18.02,0.11,35.85443,-0.60346
022325.01-003612.6,53670.32316,17.82,0.11,35.85432,-0.60338
022325.01-003612.6,53670.33171,17.96,0.11,35.85432,-0.60351
022325.01-003612.6,53670.34029,17.96,0.11,35.85443,-0.60339
022325.01-003612.6,53627.38544,18.18,0.12,35.85477,-0.60336
022325.01-003612.6,53627.39473,17.87,0.11,35.8543,-0.60339
022325.01-003612.6,53627.40385,17.78,0.11,35.85428,-0.60345
022325.01-003612.6,53627.41297,18.05,0.12,35.85433,-0.6035
022325.01-003612.6,54090.19255,17.9,0.1,35.85442,-0.60344
022325.01-003612.6,54090.19956,17.99,0.11,35.85443,-0.60346
022325.01-003612.6,54090.20656,17.78,0.1,35.85453,-0.60345
022325.01-003612.6,54090.21359,17.94,0.11,35.85432,-0.60352
022325.01-003612.6,53741.1152,17.84,0.28,35.85447,-0.60351
022325.01-003612.6,53741.12368,17.55,0.24,35.85438,-0.60336
022325.01-003612.6,53741.13222,17.51,0.23,35.85427,-0.60319
022325.01-003612.6,53741.14073,18.03,0.31,35.85431,-0.60361
022325.01-003612.6,53763.09894,17.93,0.11,35.8544,-0.60336
022325.01-003612.6,53763.10703,17.84,0.11,35.85429,-0.60324
022325.01-003612.6,53763.11512,18.01,0.11,35.85445,-0.60341
022325.01-003612.6,53763.1232,17.6,0.1,35.85427,-0.60331
022325.01-003612.6,54055.24092,17.89,0.1,35.85447,-0.60338
022325.01-003612.6,54055.25287,17.74,0.09,35.85441,-0.60335
022325.01-003612.6,54055.26482,18.02,0.1,35.85427,-0.60343
022325.01-003612.6,54055.27681,17.93,0.1,35.85451,-0.60348
022325.01-003612.6,54025.32052,18.0,0.11,35.85428,-0.60343
022325.01-003612.6,54025.32857,17.93,0.11,35.85432,-0.60339
022325.01-003612.6,53996.33613,17.75,0.1,35.85434,-0.6034
022325.01-003612.6,53996.34418,18.07,0.11,35.8545,-0.60339
022325.01-003612.6,53996.35225,18.06,0.11,35.85447,-0.60327
022325.01-003612.6,53996.36031,17.99,0.11,35.85428,-0.60348
022325.01-003612.6,54004.422,17.83,0.1,35.85463,-0.60395
022325.01-003612.6,54004.42843,18.2,0.12,35.85448,-0.60327
022325.01-003612.6,54004.43485,17.91,0.11,35.85436,-0.60346
022325.01-003612.6,54004.44128,17.92,0.11,35.85432,-0.60347
022325.01-003612.6,54440.1492,18.12,0.11,35.85442,-0.60334
022325.01-003612.6,54440.15674,17.99,0.11,35.85443,-0.60328
022325.01-003612.6,54440.16428,18.16,0.11,35.85449,-0.60337
022325.01-003612.6,54440.17179,17.95,0.11,35.85429,-0.60334
022325.01-003612.6,54411.23917,17.96,0.11,35.85444,-0.60328
022325.01-003612.6,54411.24876,18.15,0.12,35.85445,-0.60328
022325.01-003612.6,54411.25838,18.08,0.11,35.85444,-0.60338
022325.01-003612.6,54411.26802,17.98,0.11,35.85446,-0.60342
022325.01-003612.6,54419.20377,17.84,0.1,35.85436,-0.60343
022325.01-003612.6,54419.20974,18.07,0.11,35.85435,-0.60333
022325.01-003612.6,54419.21569,17.97,0.11,35.85445,-0.60349
022325.01-003612.6,54419.22169,18.17,0.12,35.85441,-0.60343
022325.01-003612.6,54383.31115,17.84,0.11,35.85438,-0.60331
022325.01-003612.6,54383.31766,17.91,0.11,35.85439,-0.60346
022325.01-003612.6,54383.32418,18.15,0.12,35.85462,-0.6034
022325.01-003612.6,54383.33071,18.16,0.12,35.85445,-0.60329
022325.01-003612.6,54392.30608,18.2,0.12,35.85448,-0.60332
022325.01-003612.6,54392.3153,18.11,0.11,35.85447,-0.60325
022325.01-003612.6,54392.32453,18.02,0.11,35.85447,-0.60326
022325.01-003612.6,54392.33378,18.09,0.11,35.85451,-0.60322
022325.01-003612.6,54404.26898,17.92,0.11,35.85438,-0.60325
022325.01-003612.6,54404.27754,18.34,0.12,35.8547,-0.60328
022325.01-003612.6,54404.28397,18.11,0.11,35.85473,-0.60335
022325.01-003612.6,54404.29042,17.83,0.1,35.85446,-0.60336
022325.01-003612.6,54355.39743,18.07,0.11,35.85443,-0.6033
022325.01-003612.6,54355.40397,17.92,0.11,35.8543,-0.60328
022325.01-003612.6,54355.41052,17.84,0.1,35.85444,-0.6033
022325.01-003612.6,54355.41703,17.98,0.11,35.85462,-0.60346
022325.01-003612.6,54801.22188,17.88,0.1,35.85436,-0.60326
022325.01-003612.6,54801.22975,17.91,0.1,35.85437,-0.60332
022325.01-003612.6,54801.23769,17.8,0.1,35.85422,-0.60341
022325.01-003612.6,54801.2456,17.95,0.11,35.85447,-0.60334
022325.01-003612.6,54830.14213,18.03,0.11,35.85444,-0.60342
022325.01-003612.6,54830.14936,17.85,0.1,35.85432,-0.60335
022325.01-003612.6,54830.15643,17.8,0.1,35.85446,-0.60343
022325.01-003612.6,54830.16355,17.82,0.1,35.85431,-0.60342
022325.01-003612.6,54498.14508,18.02,0.11,35.85434,-0.60338
022325.01-003612.6,54498.15044,18.03,0.11,35.85428,-0.60333
022325.01-003612.6,54498.15583,18.03,0.11,35.85428,-0.60328
022325.01-003612.6,54498.16118,18.03,0.11,35.85431,-0.60335
022325.01-003612.6,54506.10631,18.03,0.11,35.85435,-0.6035
022325.01-003612.6,54506.11268,17.96,0.11,35.85441,-0.60331
022325.01-003612.6,54506.11907,17.89,0.11,35.85431,-0.60336
022325.01-003612.6,54506.12548,17.65,0.1,35.85448,-0.60344
022325.01-003612.6,54466.20472,17.85,0.1,35.85404,-0.60337
022325.01-003612.6,54466.21064,17.99,0.11,35.85425,-0.60326
022325.01-003612.6,54466.21655,17.84,0.1,35.85437,-0.60338
022325.01-003612.6,54466.22247,18.23,0.12,35.85439,-0.60328
022325.01-003612.6,54772.30305,18.05,0.11,35.85441,-0.60337
022325.01-003612.6,54772.30786,17.95,0.11,35.85435,-0.60343
022325.01-003612.6,54772.31267,18.0,0.11,35.85421,-0.60331
022325.01-003612.6,54772.31749,17.9,0.11,35.85438,-0.60343
022325.01-003612.6,54787.25139,18.07,0.11,35.85439,-0.60335
022325.01-003612.6,54787.25868,17.94,0.11,35.85431,-0.60339
022325.01-003612.6,54787.26594,18.13,0.11,35.85444,-0.60327
022325.01-003612.6,54787.27309,18.04,0.11,35.85441,-0.60341
022325.01-003612.6,54747.39129,18.2,0.12,35.85464,-0.60326
022325.01-003612.6,54747.39775,17.77,0.1,35.8548,-0.60376
022325.01-003612.6,54747.40441,17.94,0.1,35.8546,-0.60327
022325.01-003612.6,54747.4111,17.96,0.11,35.85458,-0.60322
022325.01-003612.6,54717.41058,17.99,0.11,35.85447,-0.60325
022325.01-003612.6,54717.41423,17.7,0.1,35.85462,-0.60332
022325.01-003612.6,54730.47029,17.97,0.11,35.85438,-0.60311
022325.01-003612.6,54730.47679,17.53,0.09,35.85435,-0.6032
022325.01-003612.6,54730.48333,18.36,0.12,35.85465,-0.6031
022325.01-003612.6,54730.48981,17.68,0.1,35.85448,-0.60346
022325.01-003612.6,54738.3487,18.02,0.11,35.8545,-0.60322
022325.01-003612.6,54738.35953,18.03,0.11,35.85467,-0.60332
022325.01-003612.6,54738.37051,17.99,0.11,35.85465,-0.60326
022325.01-003612.6,54738.38137,17.84,0.1,35.85464,-0.6032
022325.01-003612.6,55063.42438,17.84,0.11,35.85438,-0.60321
022325.01-003612.6,55063.43152,17.83,0.11,35.85436,-0.60324
022325.01-003612.6,55063.43866,17.91,0.11,35.85431,-0.60324
022325.01-003612.6,55063.44596,18.02,0.15,35.85444,-0.60333
022325.01-003612.6,55073.37065,17.85,0.15,35.85428,-0.60337
022325.01-003612.6,55073.37674,17.97,0.16,35.85441,-0.60338
022325.01-003612.6,55073.38262,17.83,0.14,35.85437,-0.60331
022325.01-003612.6,55073.38863,17.93,0.17,35.85467,-0.60321
022325.01-003612.6,55180.12447,17.88,0.11,35.85447,-0.60332
022325.01-003612.6,55180.13133,17.86,0.1,35.85434,-0.60354
022325.01-003612.6,55180.13821,17.94,0.11,35.85439,-0.60335
022325.01-003612.6,55180.14511,17.8,0.1,35.85432,-0.60342
022325.01-003612.6,54881.11536,17.96,0.11,35.85447,-0.60328
022325.01-003612.6,54881.12016,17.94,0.11,35.85438,-0.6033
022325.01-003612.6,54881.12505,17.91,0.11,35.85447,-0.60342
022325.01-003612.6,54881.12968,18.1,0.11,35.85424,-0.60331
022325.01-003612.6,55152.27691,17.88,0.11,35.8545,-0.60339
022325.01-003612.6,55152.28405,18.05,0.11,35.85442,-0.60343
022325.01-003612.6,55152.29138,18.03,0.11,35.85448,-0.60347
022325.01-003612.6,55152.29858,17.85,0.1,35.85445,-0.6034
022325.01-003612.6,55119.31009,17.78,0.1,35.85456,-0.60336
022325.01-003612.6,55119.31736,17.6,0.1,35.85446,-0.60345
022325.01-003612.6,55119.32473,17.9,0.11,35.85425,-0.60354
022325.01-003612.6,55119.33208,17.74,0.1,35.85422,-0.60338
022325.01-003612.6,55090.40255,17.84,0.11,35.85439,-0.60331
022325.01-003612.6,55090.41093,17.84,0.11,35.85408,-0.60333
022325.01-003612.6,55090.41932,17.72,0.1,35.85437,-0.60341
022325.01-003612.6,55090.42785,17.94,0.11,35.85434,-0.60346
022325.01-003612.6,55098.44696,17.8,0.1,35.85467,-0.60385
022325.01-003612.6,55098.45422,17.9,0.11,35.85437,-0.60344
022325.01-003612.6,55098.46151,17.91,0.11,35.85434,-0.60335
022325.01-003612.6,55098.46877,17.9,0.11,35.85431,-0.60345
022325.01-003612.6,55539.20931,18.08,0.11,35.85439,-0.60319
022325.01-003612.6,55539.22857,18.09,0.12,35.85446,-0.6032
022325.01-003612.6,55539.23824,17.84,0.11,35.85431,-0.60319
022325.01-003612.6,55544.07991,18.1,0.12,35.85437,-0.60332
022325.01-003612.6,55544.09351,18.02,0.11,35.85455,-0.60329
022325.01-003612.6,55544.10026,18.24,0.12,35.85447,-0.60321
022325.01-003612.6,55211.16269,17.94,0.11,35.85411,-0.60346
022325.01-003612.6,55211.16945,17.83,0.1,35.85439,-0.60337
022325.01-003612.6,55211.17632,17.7,0.1,35.85423,-0.60344
022325.01-003612.6,55211.18317,17.86,0.11,35.85432,-0.60336
022325.01-003612.6,55506.32106,18.13,0.1,35.85457,-0.6031
022325.01-003612.6,55506.34832,18.15,0.1,35.85445,-0.60318
022325.01-003612.6,55514.25085,18.2,0.12,35.8543,-0.60327
022325.01-003612.6,55514.26473,18.16,0.12,35.85431,-0.60314
022325.01-003612.6,55514.27171,18.32,0.13,35.85433,-0.6032
022325.01-003612.6,55530.20169,17.93,0.11,35.85444,-0.60315
022325.01-003612.6,55530.21203,17.78,0.1,35.85443,-0.60317
022325.01-003612.6,55530.21723,18.13,0.12,35.85431,-0.60319
022325.01-003612.6,55472.40779,18.11,0.12,35.85445,-0.60331
022325.01-003612.6,55472.42149,17.77,0.11,35.8542,-0.60325
022325.01-003612.6,55472.42835,17.8,0.11,35.85428,-0.60336
022325.01-003612.6,55480.31611,18.07,0.11,35.85448,-0.60324
022325.01-003612.6,55480.32769,17.8,0.1,35.85419,-0.6032
022325.01-003612.6,55480.33347,18.08,0.11,35.85436,-0.60317
022325.01-003612.6,55498.30013,18.03,0.11,35.85454,-0.60328
022325.01-003612.6,55498.31396,17.9,0.11,35.8545,-0.60315
022325.01-003612.6,55498.32088,17.93,0.11,35.85445,-0.60325
022325.01-003612.6,55455.36894,18.28,0.12,35.8544,-0.60344
022325.01-003612.6,55455.38498,18.05,0.11,35.85439,-0.6034
022325.01-003612.6,55455.39248,17.82,0.1,35.85426,-0.60359
022325.01-003612.6,55565.17498,18.15,0.12,35.85438,-0.60328
022325.01-003612.6,55565.18245,18.15,0.12,35.85427,-0.60329
022325.01-003612.6,55565.19001,17.93,0.11,35.85427,-0.60305
022325.01-003612.6,55565.19749,18.11,0.12,35.85434,-0.60327
022325.01-003612.6,55590.11366,17.96,0.11,35.85459,-0.60313
022325.01-003612.6,55590.11884,17.96,0.12,35.85462,-0.60322
022325.01-003612.6,55590.12398,18.23,0.13,35.8541,-0.60307
022325.01-003612.6,55590.1292,17.97,0.12,35.85467,-0.60372
022325.01-003612.6,54025.34097,18.11,0.11,35.85453,-0.60346
022325.01-003612.6,54025.34541,17.78,0.1,35.85442,-0.60352
022325.01-003612.6,54025.34986,17.88,0.1,35.85445,-0.60355
022325.01-003612.6,54025.35431,17.85,0.1,35.8544,-0.60354
022325.01-003612.6,55825.38558,17.96,0.11,35.85436,-0.60338
022325.01-003612.6,55825.39403,18.0,0.11,35.85455,-0.60362
022325.01-003612.6,55825.40259,17.96,0.11,35.85453,-0.60342
022325.01-003612.6,55825.41102,18.2,0.12,35.85469,-0.60342
022325.01-003612.6,55861.24982,17.95,0.11,35.85429,-0.60342
022325.01-003612.6,55861.25676,17.9,0.11,35.85478,-0.60322
022325.01-003612.6,55861.26371,18.11,0.12,35.85459,-0.60345
022325.01-003612.6,55861.27061,18.05,0.11,35.8545,-0.60332
022325.01-003612.6,55835.28561,18.19,0.12,35.85454,-0.60342
022325.01-003612.6,55835.29467,18.04,0.11,35.85461,-0.60351
022325.01-003612.6,55835.30369,18.17,0.12,35.85458,-0.6034
022325.01-003612.6,55835.31288,18.14,0.12,35.85441,-0.6035
022325.01-003612.6,55881.29457,18.17,0.12,35.85447,-0.60348
022325.01-003612.6,55881.29984,17.96,0.11,35.85446,-0.60334
022325.01-003612.6,55881.30506,18.26,0.12,35.8546,-0.60333
022325.01-003612.6,55881.31033,18.21,0.12,35.85461,-0.60336
022325.01-003612.6,55851.24942,18.19,0.12,35.85453,-0.6036
022325.01-003612.6,55851.25789,18.23,0.12,35.85425,-0.60351
022325.01-003612.6,55851.26639,17.86,0.1,35.85434,-0.60354
022325.01-003612.6,55851.275,18.27,0.12,35.85445,-0.60332
022325.01-003612.6,55922.18145,17.99,0.11,35.85435,-0.60344
022325.01-003612.6,55922.18812,18.16,0.12,35.85433,-0.60337
022325.01-003612.6,55922.19483,18.06,0.11,35.8545,-0.6034
022325.01-003612.6,55922.20152,18.11,0.12,35.85459,-0.60361
022325.01-003612.6,56188.41381,18.1,0.12,35.85461,-0.60321
022325.01-003612.6,56188.41952,18.3,0.13,35.85455,-0.60333
022325.01-003612.6,56188.42523,18.11,0.12,35.85451,-0.60332
022325.01-003612.6,56188.43088,18.15,0.12,35.85456,-0.60338
022325.01-003612.6,56213.34664,18.13,0.12,35.85443,-0.60348
022325.01-003612.6,56213.35347,18.29,0.13,35.85445,-0.60346
022325.01-003612.6,56213.36021,18.29,0.13,35.85449,-0.60336
022325.01-003612.6,56213.36707,17.94,0.11,35.85441,-0.60337
022325.01-003612.6,56223.2622,18.16,0.12,35.85453,-0.60342
022325.01-003612.6,56223.26822,17.91,0.11,35.85448,-0.60341
022325.01-003612.6,56223.27423,17.98,0.11,35.85462,-0.60343
022325.01-003612.6,56223.28024,17.83,0.11,35.85428,-0.60335
022325.01-003612.6,56233.22383,18.21,0.12,35.85436,-0.60335
022325.01-003612.6,56233.23397,18.25,0.12,35.85454,-0.60333
022325.01-003612.6,56233.24412,17.73,0.1,35.85481,-0.60385
022325.01-003612.6,56233.2543,17.93,0.11,35.85437,-0.60336
022325.01-003612.6,56238.31046,18.17,0.11,35.85445,-0.60339
022325.01-003612.6,56238.31853,18.14,0.11,35.85446,-0.60329
022325.01-003612.6,56238.32648,17.83,0.1,35.8542,-0.60333
022325.01-003612.6,56238.33446,18.33,0.11,35.85455,-0.60337
022325.01-003612.6,56253.19306,18.16,0.12,35.85432,-0.60335
022325.01-003612.6,56253.19885,18.14,0.12,35.85443,-0.60334
022325.01-003612.6,56253.20451,17.58,0.1,35.85466,-0.6035
022325.01-003612.6,56253.21018,17.89,0.11,35.85466,-0.6034
022325.01-003612.6,56265.23562,18.14,0.12,35.85452,-0.60334
022325.01-003612.6,56265.25123,18.26,0.13,35.85457,-0.60362
022325.01-003612.6,56265.25819,18.25,0.13,35.85417,-0.60329
022325.01-003612.6,56265.26329,17.93,0.11,35.85422,-0.60342
022325.01-003612.6,56273.21758,18.06,0.1,35.85453,-0.60344
022325.01-003612.6,56273.22363,18.11,0.1,35.85454,-0.60343
022325.01-003612.6,56273.22972,18.22,0.11,35.85452,-0.60347
022325.01-003612.6,56273.23586,18.12,0.1,35.85439,-0.60341
022325.01-003612.6,56299.09327,17.99,0.11,35.85427,-0.60343
022325.01-003612.6,56299.09835,18.12,0.12,35.85446,-0.60337
022325.01-003612.6,56299.10344,17.97,0.11,35.85439,-0.60337
022325.01-003612.6,56299.10853,18.02,0.11,35.85454,-0.6034
022325.01-003612.6,56540.44834,18.07,0.12,35.85447,-0.60335
022325.01-003612.6,56540.45327,18.16,0.12,35.8544,-0.6035
022325.01-003612.6,56540.45822,18.13,0.12,35.85416,-0.60341
022325.01-003612.6,56540.46328,18.16,0.12,35.85451,-0.60328
022325.01-003612.6,56552.42933,18.0,0.11,35.8545,-0.60327
022325.01-003612.6,56552.43435,17.94,0.11,35.85477,-0.60345
022325.01-003612.6,56552.43948,18.0,0.11,35.85441,-0.60329
022325.01-003612.6,56552.44448,18.18,0.12,35.85459,-0.60349
022325.01-003612.6,56565.47828,17.97,0.11,35.85452,-0.60342
022325.01-003612.6,56565.48406,18.07,0.11,35.85439,-0.60329
022325.01-003612.6,56565.48988,18.17,0.12,35.85434,-0.6034
022325.01-003612.6,56565.49614,18.02,0.11,35.85426,-0.60333
022325.01-003612.6,56571.34297,18.19,0.12,35.85437,-0.60337
022325.01-003612.6,56571.34974,17.92,0.11,35.85444,-0.60345
022325.01-003612.6,56571.35647,18.14,0.12,35.85434,-0.60344
022325.01-003612.6,56571.36326,18.07,0.11,35.85445,-0.60342
022325.01-003612.6,56577.42132,18.0,0.11,35.8546,-0.60329
022325.01-003612.6,56577.42633,18.01,0.11,35.85438,-0.60362
022325.01-003612.6,56577.43133,18.09,0.12,35.85449,-0.60351
022325.01-003612.6,56577.43636,18.08,0.12,35.85456,-0.60345
022325.01-003612.6,56591.31473,18.07,0.11,35.85426,-0.60334
022325.01-003612.6,56591.32478,18.02,0.11,35.85432,-0.60341
022325.01-003612.6,56591.33483,17.18,0.09,35.85412,-0.60292
022325.01-003612.6,56591.34488,17.98,0.11,35.8545,-0.60338
220546.32+005319.2,53706.1151,17.86,0.11,331.44306,0.8887
220546.32+005319.2,53706.12282,17.94,0.11,331.443,0.88867
220546.32+005319.2,53706.13031,17.92,0.11,331.44315,0.88863
220546.32+005319.2,53706.13787,17.91,0.11,331.44308,0.88873
220546.32+005319.2,53553.35024,17.87,0.11,331.4433,0.88854
220546.32+005319.2,53553.35681,18.0,0.12,331.44311,0.88867
220546.32+005319.2,53553.36334,17.91,0.11,331.44312,0.88867
220546.32+005319.2,53553.36983,17.85,0.11,331.4432,0.88868
220546.32+005319.2,53567.40511,17.92,0.12,331.44287,0.88866
220546.32+005319.2,53567.41165,17.84,0.11,331.44315,0.88858
220546.32+005319.2,53567.4183,17.98,0.12,331.44297,0.88862
220546.32+005319.2,53567.42497,17.89,0.12,331.44323,0.88867
220546.32+005319.2,53527.40295,17.92,0.11,331.44323,0.88862
220546.32+005319.2,53527.41189,17.93,0.11,331.44308,0.88855
220546.32+005319.2,53527.42062,18.0,0.11,331.44317,0.88863
220546.32+005319.2,53527.42934,17.94,0.11,331.44332,0.88867
220546.32+005319.2,53505.45224,17.72,0.11,331.44329,0.88863
220546.32+005319.2,53505.4576,17.96,0.12,331.44313,0.88866
220546.32+005319.2,53505.46297,17.94,0.11,331.44311,0.88865
220546.32+005319.2,53505.46833,17.99,0.12,331.44314,0.88865
220546.32+005319.2,53675.15048,17.65,0.1,331.4431,0.88859
220546.32+005319.2,53675.15711,17.94,0.11,331.44304,0.88864
220546.32+005319.2,53675.16378,17.99,0.11,331.44316,0.88862
