MJD,m,dm,F,source_name,RA,DEC
58867.519556,20.439,0.401,c,075947.73+112507.3,119.948877,11.418709
58868.371103,20.236,0.426,o,075947.73+112507.3,119.948877,11.418709
58868.374525,19.659,0.283,o,075947.73+112507.3,119.948877,11.418709
58868.389973,20.137,0.359,o,075947.73+112507.3,119.948877,11.418709
58868.395649,20.088,0.379,o,075947.73+112507.3,119.948877,11.418709
58869.333691,21.113,0.943,o,075947.73+112507.3,119.948877,11.418709
58869.336625,20.67,0.569,o,075947.73+112507.3,119.948877,11.418709
58869.343777,19.703,0.295,o,075947.73+112507.3,119.948877,11.418709
58870.369538,20.114,0.351,c,075947.73+112507.3,119.948877,11.418709
58870.380743,21.148,0.755,c,075947.73+112507.3,119.948877,11.418709
58870.384303,20.862,0.7,c,075947.73+112507.3,119.948877,11.418709
58870.390311,19.826,0.207,c,075947.73+112507.3,119.948877,11.418709
58871.417693,20.12,0.326,c,075947.73+112507.3,119.948877,11.418709
58871.421015,20.688,0.609,c,075947.73+112507.3,119.948877,11.418709
58871.428311,20.255,0.337,c,075947.73+112507.3,119.948877,11.418709
58871.444658,19.991,0.237,c,075947.73+112507.3,119.948877,11.418709
58873.436964,20.62,0.554,o,075947.73+112507.3,119.948877,11.418709
58873.440328,19.991,0.367,o,075947.73+112507.3,119.948877,11.418709
58873.445647,19.672,0.265,o,075947.73+112507.3,119.948877,11.418709
58873.456929,20.579,0.571,o,075947.73+112507.3,119.948877,11.418709
58874.456765,19.742,0.235,c,075947.73+112507.3,119.948877,11.418709
58874.45998,20.204,0.32,c,075947.73+112507.3,119.948877,11.418709
58874.466516,20.738,0.566,c,075947.73+112507.3,119.948877,11.418709
58874.480736,20.098,0.324,c,075947.73+112507.3,119.948877,11.418709
58875.42338,20.347,0.45,c,075947.73+112507.3,119.948877,11.418709
58875.426767,20.097,0.322,c,075947.73+112507.3,119.948877,11.418709
58875.435746,20.13,0.365,c,075947.73+112507.3,119.948877,11.418709
58875.448001,20.451,0.537,c,075947.73+112507.3,119.948877,11.418709
58877.399507,19.768,0.264,o,075947.73+112507.3,119.948877,11.418709
58877.409653,20.197,0.366,o,075947.73+112507.3,119.948877,11.418709
58877.414278,20.864,0.703,o,075947.73+112507.3,119.948877,11.418709
58879.29725,20.493,0.951,o,075947.73+112507.3,119.948877,11.418709
58879.300471,20.681,1.381,o,075947.73+112507.3,119.948877,11.418709
58879.314076,19.885,0.684,o,075947.73+112507.3,119.948877,11.418709
58879.323784,19.928,0.528,o,075947.73+112507.3,119.948877,11.418709
58880.439124,20.238,0.416,o,075947.73+112507.3,119.948877,11.418709
58880.442496,20.363,0.466,o,075947.73+112507.3,119.948877,11.418709
58880.449904,22.016,2.052,o,075947.73+112507.3,119.948877,11.418709
58880.464578,20.287,0.449,o,075947.73+112507.3,119.948877,11.418709
58881.388736,21.28,1.085,o,075947.73+112507.3,119.948877,11.418709
58881.392113,21.004,0.847,o,075947.73+112507.3,119.948877,11.418709
58881.399103,21.694,1.877,o,075947.73+112507.3,119.948877,11.418709
58881.411013,19.978,0.457,o,075947.73+112507.3,119.948877,11.418709
58883.441616,19.861,0.447,o,075947.73+112507.3,119.948877,11.418709
58883.451554,20.553,0.68,o,075947.73+112507.3,119.948877,11.418709
58889.48153,18.765,0.598,o,075947.73+112507.3,119.948877,11.418709
58889.495265,18.858,0.54,o,075947.73+112507.3,119.948877,11.418709
58893.377781,17.418,1.26,o,075947.73+112507.3,119.948877,11.418709
58905.385794,22.877,6.0,o,075947.73+112507.3,119.948877,11.418709
58912.393068,19.611,0.699,o,075947.73+112507.3,119.948877,11.418709
58917.375195,23.204,13.286,o,075947.73+112507.3,119.948877,11.418709
58917.378478,20.089,0.761,o,075947.73+112507.3,119.948877,11.418709
58917.396263,20.762,1.777,o,075947.73+112507.3,119.948877,11.418709
58918.372503,23.544,24.727,o,075947.73+112507.3,119.948877,11.418709
58919.38325,20.939,1.682,o,075947.73+112507.3,119.948877,11.418709
58919.395631,21.044,1.817,o,075947.73+112507.3,119.948877,11.418709
58920.435587,20.447,0.703,o,075947.73+112507.3,119.948877,11.418709
58921.437775,17.077,3.08,o,075947.73+112507.3,119.948877,11.418709
58921.448459,14.279,0.836,o,075947.73+112507.3,119.948877,11.418709
58944.344672,19.956,0.874,o,075947.73+112507.3,119.948877,11.418709
58944.355077,19.67,0.635,o,075947.73+112507.3,119.948877,11.418709
58944.365058,21.741,4.986,o,075947.73+112507.3,119.948877,11.418709
58947.363027,19.7,0.796,o,075947.73+112507.3,119.948877,11.418709
58947.368628,20.65,2.123,o,075947.73+112507.3,119.948877,11.418709
58956.265092,22.273,2.105,o,075947.73+112507.3,119.948877,11.418709
58958.262621,23.162,6.923,c,075947.73+112507.3,119.948877,11.418709
58958.267828,21.457,1.339,c,075947.73+112507.3,119.948877,11.418709
58961.289028,22.694,3.778,o,075947.73+112507.3,119.948877,11.418709
58963.289615,21.347,17.833,c,075947.73+112507.3,119.948877,11.418709
58963.292853,18.298,0.767,c,075947.73+112507.3,119.948877,11.418709
58965.258855,22.733,6.115,o,075947.73+112507.3,119.948877,11.418709
58965.286991,20.946,1.109,o,075947.73+112507.3,119.948877,11.418709
58967.240228,21.16,1.394,o,075947.73+112507.3,119.948877,11.418709
58968.280734,22.426,4.943,o,075947.73+112507.3,119.948877,11.418709
58968.293651,20.893,1.252,o,075947.73+112507.3,119.948877,11.418709
58971.299337,21.04,1.659,o,075947.73+112507.3,119.948877,11.418709
58972.240895,20.698,1.207,o,075947.73+112507.3,119.948877,11.418709
58972.244584,21.417,2.21,o,075947.73+112507.3,119.948877,11.418709
58972.250611,21.43,2.33,o,075947.73+112507.3,119.948877,11.418709
58975.244799,21.972,4.333,o,075947.73+112507.3,119.948877,11.418709
58975.248013,24.58,49.6,o,075947.73+112507.3,119.948877,11.418709
58995.245043,18.388,0.62,o,075947.73+112507.3,119.948877,11.418709
58995.265781,21.084,1.5,o,075947.73+112507.3,119.948877,11.418709
59095.626389,20.411,1.391,o,075947.73+112507.3,119.948877,11.418709
59101.610268,20.53,0.731,o,075947.73+112507.3,119.948877,11.418709
59101.628981,20.861,1.372,o,075947.73+112507.3,119.948877,11.418709
59109.631463,24.017,20.286,o,075947.73+112507.3,119.948877,11.418709
59109.635147,20.493,0.922,o,075947.73+112507.3,119.948877,11.418709
59117.624438,21.382,1.553,o,075947.73+112507.3,119.948877,11.418709
59117.629059,22.272,2.96,o,075947.73+112507.3,119.948877,11.418709
59119.613762,19.854,0.488,c,075947.73+112507.3,119.948877,11.418709
59119.619291,21.845,2.61,c,075947.73+112507.3,119.948877,11.418709
59125.595352,20.753,1.331,o,075947.73+112507.3,119.948877,11.418709
59127.587249,22.649,6.909,o,075947.73+112507.3,119.948877,11.418709
59129.622963,21.991,2.111,o,075947.73+112507.3,119.948877,11.418709
59129.626198,22.119,3.0,o,075947.73+112507.3,119.948877,11.418709
59137.608899,22.312,2.25,o,075947.73+112507.3,119.948877,11.418709
59139.621525,18.952,1.815,c,075947.73+112507.3,119.948877,11.418709
59139.627718,18.469,1.329,c,075947.73+112507.3,119.948877,11.418709
59139.629604,19.806,2.415,c,075947.73+112507.3,119.948877,11.418709
59141.576576,21.601,1.8,o,075947.73+112507.3,119.948877,11.418709
59141.582122,21.327,1.33,o,075947.73+112507.3,119.948877,11.418709
59143.564895,15.299,0.61,c,075947.73+112507.3,119.948877,11.418709
59143.572681,17.756,1.05,c,075947.73+112507.3,119.948877,11.418709
59143.578942,17.697,3.577,c,075947.73+112507.3,119.948877,11.418709
59145.608321,21.12,0.789,o,075947.73+112507.3,119.948877,11.418709
59145.62124,22.674,3.45,o,075947.73+112507.3,119.948877,11.418709
59153.577289,20.393,0.848,o,075947.73+112507.3,119.948877,11.418709
59153.595426,21.284,2.0,o,075947.73+112507.3,119.948877,11.418709
59153.628989,20.276,0.702,o,075947.73+112507.3,119.948877,11.418709
59154.583521,20.278,0.705,o,075947.73+112507.3,119.948877,11.418709
59155.577495,21.005,4.586,o,075947.73+112507.3,119.948877,11.418709
59155.587668,16.341,1.182,o,075947.73+112507.3,119.948877,11.418709
59156.449354,20.681,1.571,o,075947.73+112507.3,119.948877,11.418709
59156.476312,20.429,1.092,o,075947.73+112507.3,119.948877,11.418709
59156.547951,22.788,8.571,o,075947.73+112507.3,119.948877,11.418709
59156.550277,20.861,1.041,o,075947.73+112507.3,119.948877,11.418709
59156.554419,22.248,3.863,o,075947.73+112507.3,119.948877,11.418709
59157.519546,19.952,0.538,o,075947.73+112507.3,119.948877,11.418709
59157.520468,21.66,2.516,o,075947.73+112507.3,119.948877,11.418709
59157.526007,21.425,1.791,o,075947.73+112507.3,119.948877,11.418709
59157.532456,21.966,3.099,o,075947.73+112507.3,119.948877,11.418709
59157.541716,20.947,1.447,o,075947.73+112507.3,119.948877,11.418709
59158.535973,21.715,4.576,o,075947.73+112507.3,119.948877,11.418709
59158.543329,19.586,1.946,o,075947.73+112507.3,119.948877,11.418709
59158.546144,21.314,2.19,o,075947.73+112507.3,119.948877,11.418709
59158.551662,23.965,25.2,o,075947.73+112507.3,119.948877,11.418709
59172.522208,22.785,4.143,o,075947.73+112507.3,119.948877,11.418709
59175.587725,21.731,1.704,c,075947.73+112507.3,119.948877,11.418709
59175.622429,23.417,9.333,c,075947.73+112507.3,119.948877,11.418709
59179.630316,21.284,1.189,o,075947.73+112507.3,119.948877,11.418709
59180.490584,21.867,2.067,o,075947.73+112507.3,119.948877,11.418709
59180.500258,21.475,1.676,o,075947.73+112507.3,119.948877,11.418709
59181.445063,23.102,10.294,o,075947.73+112507.3,119.948877,11.418709
59182.483963,22.716,8.533,o,075947.73+112507.3,119.948877,11.418709
59182.486719,22.748,8.067,o,075947.73+112507.3,119.948877,11.418709
59182.492668,20.259,0.83,o,075947.73+112507.3,119.948877,11.418709
59183.453726,16.576,1.017,o,075947.73+112507.3,119.948877,11.418709
59183.461519,19.535,0.782,o,075947.73+112507.3,119.948877,11.418709
59184.514433,22.159,5.35,o,075947.73+112507.3,119.948877,11.418709
59184.521353,21.115,1.743,o,075947.73+112507.3,119.948877,11.418709
59189.568272,20.791,0.943,o,075947.73+112507.3,119.948877,11.418709
59189.571211,21.308,1.246,o,075947.73+112507.3,119.948877,11.418709
59191.516956,20.732,1.385,o,075947.73+112507.3,119.948877,11.418709
59193.552171,20.84,0.558,o,075947.73+112507.3,119.948877,11.418709
59194.447923,23.449,7.182,c,075947.73+112507.3,119.948877,11.418709
59194.451142,22.561,3.654,c,075947.73+112507.3,119.948877,11.418709
59194.464992,24.602,22.25,c,075947.73+112507.3,119.948877,11.418709
59195.541214,21.847,1.5,c,075947.73+112507.3,119.948877,11.418709
59197.500824,20.199,0.279,c,075947.73+112507.3,119.948877,11.418709
59197.525188,21.228,0.72,c,075947.73+112507.3,119.948877,11.418709
59197.551361,24.769,24.6,c,075947.73+112507.3,119.948877,11.418709
59198.476282,19.96,0.648,c,075947.73+112507.3,119.948877,11.418709
59205.527162,22.388,2.615,c,075947.73+112507.3,119.948877,11.418709
59205.530228,22.278,2.366,c,075947.73+112507.3,119.948877,11.418709
59205.535743,20.576,0.445,c,075947.73+112507.3,119.948877,11.418709
59205.568965,21.925,1.638,c,075947.73+112507.3,119.948877,11.418709
59207.465227,22.865,5.556,o,075947.73+112507.3,119.948877,11.418709
59207.483005,21.084,1.081,o,075947.73+112507.3,119.948877,11.418709
59208.455829,21.292,1.541,o,075947.73+112507.3,119.948877,11.418709
59208.460463,20.649,0.656,o,075947.73+112507.3,119.948877,11.418709
59208.465564,21.16,1.151,o,075947.73+112507.3,119.948877,11.418709
59209.506107,23.065,6.455,o,075947.73+112507.3,119.948877,11.418709
59217.636218,21.734,3.0,o,075947.73+112507.3,119.948877,11.418709
59218.527712,24.224,20.857,o,075947.73+112507.3,119.948877,11.418709
59218.54385,21.218,1.283,o,075947.73+112507.3,119.948877,11.418709
59218.666635,22.154,5.575,o,075947.73+112507.3,119.948877,11.418709
59219.541923,23.036,8.941,o,075947.73+112507.3,119.948877,11.418709
59219.557098,20.287,0.706,o,075947.73+112507.3,119.948877,11.418709
59222.496914,23.727,13.0,c,075947.73+112507.3,119.948877,11.418709
59222.502263,21.5,1.262,c,075947.73+112507.3,119.948877,11.418709
59222.519157,20.635,0.627,c,075947.73+112507.3,119.948877,11.418709
59223.438513,22.298,2.667,c,075947.73+112507.3,119.948877,11.418709
59223.447234,24.477,22.0,c,075947.73+112507.3,119.948877,11.418709
59224.505641,23.545,6.077,c,075947.73+112507.3,119.948877,11.418709
59224.508871,23.086,6.7,c,075947.73+112507.3,119.948877,11.418709
59224.514416,20.952,1.007,c,075947.73+112507.3,119.948877,11.418709
59226.459388,21.662,1.29,c,075947.73+112507.3,119.948877,11.418709
59226.463077,23.171,12.067,c,075947.73+112507.3,119.948877,11.418709
59226.498399,22.877,3.4,c,075947.73+112507.3,119.948877,11.418709
59227.608949,21.969,2.051,c,075947.73+112507.3,119.948877,11.418709
59227.630974,21.74,1.463,c,075947.73+112507.3,119.948877,11.418709
59229.501928,21.516,0.906,c,075947.73+112507.3,119.948877,11.418709
59229.516175,21.719,1.145,c,075947.73+112507.3,119.948877,11.418709
59231.409936,23.367,7.0,c,075947.73+112507.3,119.948877,11.418709
59235.462081,21.601,2.429,c,075947.73+112507.3,119.948877,11.418709
59235.470799,20.177,0.853,c,075947.73+112507.3,119.948877,11.418709
59235.480974,20.707,0.575,c,075947.73+112507.3,119.948877,11.418709
59244.445179,22.155,4.735,o,075947.73+112507.3,119.948877,11.418709
59244.448402,21.739,3.76,o,075947.73+112507.3,119.948877,11.418709
59244.453947,21.478,1.957,o,075947.73+112507.3,119.948877,11.418709
59245.446002,19.69,0.53,o,075947.73+112507.3,119.948877,11.418709
59245.44927,21.734,2.645,o,075947.73+112507.3,119.948877,11.418709
59245.463156,23.506,13.429,o,075947.73+112507.3,119.948877,11.418709
59245.469145,25.144,61.333,o,075947.73+112507.3,119.948877,11.418709
59251.41528,21.302,1.145,c,075947.73+112507.3,119.948877,11.418709
59252.489705,21.347,1.462,c,075947.73+112507.3,119.948877,11.418709
59253.432464,21.211,1.24,c,075947.73+112507.3,119.948877,11.418709
59253.473306,21.343,0.988,c,075947.73+112507.3,119.948877,11.418709
59255.389883,24.385,16.4,c,075947.73+112507.3,119.948877,11.418709
59255.414712,21.429,0.961,c,075947.73+112507.3,119.948877,11.418709
59257.398721,23.458,6.308,c,075947.73+112507.3,119.948877,11.418709
59257.435062,22.248,2.263,c,075947.73+112507.3,119.948877,11.418709
59258.391641,21.669,1.633,c,075947.73+112507.3,119.948877,11.418709
59261.354681,21.823,1.284,c,075947.73+112507.3,119.948877,11.418709
59262.393851,20.415,0.497,c,075947.73+112507.3,119.948877,11.418709
59262.399339,21.577,1.302,c,075947.73+112507.3,119.948877,11.418709
59262.409114,20.858,0.73,c,075947.73+112507.3,119.948877,11.418709
59262.421135,21.112,0.987,c,075947.73+112507.3,119.948877,11.418709
59264.406423,20.514,1.03,o,075947.73+112507.3,119.948877,11.418709
59264.410242,19.79,0.969,o,075947.73+112507.3,119.948877,11.418709
59264.415912,19.679,2.034,o,075947.73+112507.3,119.948877,11.418709
59264.426428,20.736,0.852,o,075947.73+112507.3,119.948877,11.418709
59265.39461,17.374,1.22,o,075947.73+112507.3,119.948877,11.418709
59267.317745,21.084,1.325,o,075947.73+112507.3,119.948877,11.418709
59267.323711,21.163,1.316,o,075947.73+112507.3,119.948877,11.418709
59267.328762,21.649,2.76,o,075947.73+112507.3,119.948877,11.418709
59272.460923,20.631,1.646,o,075947.73+112507.3,119.948877,11.418709
59272.482127,20.265,1.168,o,075947.73+112507.3,119.948877,11.418709
59276.361705,22.539,2.95,o,075947.73+112507.3,119.948877,11.418709
59276.364929,22.124,3.034,o,075947.73+112507.3,119.948877,11.418709
59277.396852,23.293,8.091,o,075947.73+112507.3,119.948877,11.418709
59277.441754,21.881,2.607,o,075947.73+112507.3,119.948877,11.418709
59277.446715,21.789,2.137,o,075947.73+112507.3,119.948877,11.418709
59287.349088,21.696,1.714,c,075947.73+112507.3,119.948877,11.418709
59287.352947,21.054,1.407,c,075947.73+112507.3,119.948877,11.418709
59291.377685,21.877,1.388,c,075947.73+112507.3,119.948877,11.418709
59291.401685,21.234,1.07,c,075947.73+112507.3,119.948877,11.418709
59293.331209,20.914,0.894,o,075947.73+112507.3,119.948877,11.418709
59293.339151,20.925,0.811,o,075947.73+112507.3,119.948877,11.418709
59300.304956,19.422,0.838,o,075947.73+112507.3,119.948877,11.418709
59300.328979,20.332,1.632,o,075947.73+112507.3,119.948877,11.418709
59303.354059,20.185,0.761,o,075947.73+112507.3,119.948877,11.418709
59303.364801,20.357,0.856,o,075947.73+112507.3,119.948877,11.418709
59303.370502,20.526,0.994,o,075947.73+112507.3,119.948877,11.418709
59304.348539,19.425,0.505,o,075947.73+112507.3,119.948877,11.418709
59304.366564,20.723,1.05,o,075947.73+112507.3,119.948877,11.418709
59305.308312,20.134,0.325,o,075947.73+112507.3,119.948877,11.418709
59305.311537,20.048,0.269,o,075947.73+112507.3,119.948877,11.418709
59305.322702,21.182,0.903,o,075947.73+112507.3,119.948877,11.418709
59305.334245,23.314,5.955,o,075947.73+112507.3,119.948877,11.418709
59309.324667,19.934,0.262,c,075947.73+112507.3,119.948877,11.418709
59309.327926,21.411,0.699,c,075947.73+112507.3,119.948877,11.418709
59309.342728,19.964,0.268,c,075947.73+112507.3,119.948877,11.418709
59309.347283,22.558,3.114,c,075947.73+112507.3,119.948877,11.418709
59312.296766,20.472,0.391,c,075947.73+112507.3,119.948877,11.418709
59312.299997,20.65,0.415,c,075947.73+112507.3,119.948877,11.418709
59312.305561,21.708,1.19,c,075947.73+112507.3,119.948877,11.418709
59312.316249,22.036,2.143,c,075947.73+112507.3,119.948877,11.418709
59319.272196,20.182,0.433,o,075947.73+112507.3,119.948877,11.418709
59319.275412,20.671,0.774,o,075947.73+112507.3,119.948877,11.418709
59319.282416,23.41,8.231,o,075947.73+112507.3,119.948877,11.418709
59321.254056,20.52,0.345,o,075947.73+112507.3,119.948877,11.418709
59321.273519,20.271,0.552,o,075947.73+112507.3,119.948877,11.418709
59321.288148,20.224,0.359,o,075947.73+112507.3,119.948877,11.418709
59323.235604,20.342,1.175,o,075947.73+112507.3,119.948877,11.418709
59323.25338,19.966,0.406,o,075947.73+112507.3,119.948877,11.418709
59323.272011,21.135,1.22,o,075947.73+112507.3,119.948877,11.418709
59327.267377,20.514,0.995,o,075947.73+112507.3,119.948877,11.418709
59327.273526,20.423,0.792,o,075947.73+112507.3,119.948877,11.418709
59327.285242,20.691,1.097,o,075947.73+112507.3,119.948877,11.418709
59329.291923,19.225,0.422,o,075947.73+112507.3,119.948877,11.418709
59329.296076,19.919,0.676,o,075947.73+112507.3,119.948877,11.418709
59329.302533,19.483,0.422,o,075947.73+112507.3,119.948877,11.418709
59329.31591,20.979,1.975,o,075947.73+112507.3,119.948877,11.418709
59331.295756,19.654,0.6,o,075947.73+112507.3,119.948877,11.418709
59331.300366,20.216,1.385,o,075947.73+112507.3,119.948877,11.418709
59335.24384,21.055,0.912,o,075947.73+112507.3,119.948877,11.418709
59335.251176,21.082,1.158,o,075947.73+112507.3,119.948877,11.418709
59335.254381,21.671,1.653,o,075947.73+112507.3,119.948877,11.418709
59335.269959,20.663,0.773,o,075947.73+112507.3,119.948877,11.418709
59337.286026,20.137,0.57,o,075947.73+112507.3,119.948877,11.418709
59337.290178,21.644,1.927,o,075947.73+112507.3,119.948877,11.418709
59337.296628,19.655,0.61,o,075947.73+112507.3,119.948877,11.418709
59337.313703,20.055,0.544,o,075947.73+112507.3,119.948877,11.418709
59345.258189,20.31,0.455,o,075947.73+112507.3,119.948877,11.418709
59345.261877,23.036,6.111,o,075947.73+112507.3,119.948877,11.418709
59345.267405,20.939,0.775,o,075947.73+112507.3,119.948877,11.418709
