InputID,ID,Mag,Magerr,RA,Decl,MJD,Blend
110104.14+062829.5,2105152027021,21.57,0.27,165.26422, 6.47227,54849.39834,0
110104.14+062829.5,2105152027021,21.06,0.21,165.26429, 6.47215,54849.40348,0
110104.14+062829.5,2105152027021,21.85,0.40,165.26420, 6.47210,55143.51702,0
110104.14+062829.5,2105152027021,20.96,0.25,165.26416, 6.47234,55143.52172,0
110104.14+062829.5,2105152027021,22.07,0.39,165.26459, 6.47222,55159.48529,0
110104.14+062829.5,2105152027021,21.30,0.26,165.26443, 6.47224,55159.49125,0
110104.14+062829.5,2105152027021,20.85,0.21,165.26439, 6.47206,55159.49715,0
110104.14+062829.5,2105152027021,21.15,0.24,165.26438, 6.47207,55159.50310,0
110104.14+062829.5,2105152027021,20.99,0.23,165.26425, 6.47222,55295.22188,0
110104.14+062829.5,2105152027021,21.17,0.25,165.26438, 6.47231,55295.22958,0
110104.14+062829.5,2105152027021,20.51,0.18,165.26435, 6.47216,55295.23729,0
110104.14+062829.5,2105152027021,21.09,0.24,165.26436, 6.47236,55295.24501,0
110104.14+062829.5,2105152027021,21.16,0.23,165.26439, 6.47230,55541.47332,0
110104.14+062829.5,2105152027021,21.05,0.21,165.26433, 6.47216,55541.48736,0
110104.14+062829.5,2105152027021,20.88,0.20,165.26440, 6.47218,55541.49434,0
110104.14+062829.5,2105152027021,21.80,0.37,165.26421, 6.47224,55240.37958,0
110104.14+062829.5,2105152027021,21.90,0.39,165.26432, 6.47221,55240.38843,0
110104.14+062829.5,2105152027021,21.12,0.25,165.26439, 6.47196,55240.39732,0
110104.14+062829.5,2105152027021,20.98,0.24,165.26437, 6.47237,55240.40616,0
110104.14+062829.5,2105152027021,21.49,0.28,165.26404, 6.47224,55211.41546,0
110104.14+062829.5,2105152027021,21.84,0.34,165.26438, 6.47206,55211.42264,0
110104.14+062829.5,2105152027021,21.10,0.24,165.26424, 6.47248,55267.30694,0
110104.14+062829.5,2105152027021,21.59,0.31,165.26432, 6.47229,55267.32246,0
110104.14+062829.5,2105152027021,21.39,0.28,165.26427, 6.47214,55267.33024,0
110104.14+062829.5,2105152027021,21.46,0.28,165.26434, 6.47218,55322.14340,0
110104.14+062829.5,2105152027021,20.87,0.20,165.26433, 6.47215,55322.14751,0
110104.14+062829.5,2105152027021,21.56,0.29,165.26427, 6.47221,55322.14990,0
110104.14+062829.5,2105152027021,21.10,0.23,165.26439, 6.47213,55322.16840,0
110104.14+062829.5,2105152027021,20.60,0.19,165.26419, 6.47207,55515.51667,0
110104.14+062829.5,2105152027021,21.10,0.24,165.26411, 6.47256,55515.52528,0
110104.14+062829.5,2105152027021,21.07,0.25,165.26429, 6.47205,55663.16799,0
110104.14+062829.5,2105152027021,21.10,0.25,165.26414, 6.47221,55663.17728,0
110104.14+062829.5,2105152027021,21.08,0.22,165.26427, 6.47215,55617.36848,0
110104.14+062829.5,2105152027021,21.07,0.22,165.26420, 6.47223,55617.37496,0
110104.14+062829.5,2105152027021,20.56,0.17,165.26443, 6.47226,55617.38154,0
110104.14+062829.5,2105152027021,20.67,0.18,165.26430, 6.47224,55617.38807,0
110104.14+062829.5,2105152027021,20.96,0.18,165.26435, 6.47212,55563.47080,0
110104.14+062829.5,2105152027021,20.75,0.16,165.26420, 6.47221,55563.47913,0
110104.14+062829.5,2105152027021,21.69,0.25,165.26441, 6.47210,55563.48745,0
110104.14+062829.5,2105152027021,21.07,0.18,165.26445, 6.47225,55563.49577,0
110104.14+062829.5,2105152027021,21.95,0.35,165.26429, 6.47226,55624.27417,0
110104.14+062829.5,2105152027021,21.33,0.25,165.26434, 6.47213,55624.28182,0
110104.14+062829.5,2105152027021,21.29,0.25,165.26427, 6.47211,55624.28948,0
110104.14+062829.5,2105152027021,20.85,0.20,165.26423, 6.47210,55624.29713,0
110104.14+062829.5,2105152027021,21.28,0.25,165.26433, 6.47219,55648.23829,0
110104.14+062829.5,2105152027021,21.13,0.23,165.26455, 6.47226,55648.24349,0
110104.14+062829.5,2105152027021,21.57,0.28,165.26461, 6.47219,55648.24873,0
110104.14+062829.5,2105152027021,21.68,0.30,165.26399, 6.47223,55648.25396,0
110104.14+062829.5,2105152027021,21.47,0.27,165.26480, 6.47210,55867.49080,0
110104.14+062829.5,2105152027021,21.10,0.22,165.26446, 6.47249,55867.50239,0
110104.14+062829.5,2105152027021,21.95,0.35,165.26452, 6.47203,55867.50826,0
110104.14+062829.5,2105152027021,22.37,0.45,165.26566, 6.47187,55893.44734,0
110104.14+062829.5,2105152027021,20.96,0.21,165.26440, 6.47226,55923.49385,0
110104.14+062829.5,2105152027021,20.83,0.20,165.26456, 6.47207,55980.32184,0
110104.14+062829.5,2105152027021,20.96,0.21,165.26430, 6.47212,55980.33165,0
110104.14+062829.5,2105152027021,21.26,0.24,165.26445, 6.47226,55980.34140,0
110104.14+062829.5,2105152027021,21.24,0.24,165.26422, 6.47217,55980.35115,0
110104.14+062829.5,2105152027021,21.08,0.25,165.26436, 6.47240,55987.34760,0
110104.14+062829.5,2105152027021,21.54,0.32,165.26438, 6.47217,55987.36387,0
110104.14+062829.5,2105152027021,20.69,0.19,165.26427, 6.47234,55999.21341,0
110104.14+062829.5,2105152027021,21.09,0.23,165.26436, 6.47216,55999.22269,0
110104.14+062829.5,2105152027021,21.40,0.27,165.26441, 6.47229,55999.23211,0
110104.14+062829.5,2105152027021,20.91,0.21,165.26439, 6.47221,55999.24142,0
110104.14+062829.5,2105152027021,20.93,0.21,165.26439, 6.47238,56015.28031,0
110104.14+062829.5,2105152027021,21.15,0.24,165.26431, 6.47227,56015.28616,0
110104.14+062829.5,2105152027021,20.99,0.22,165.26432, 6.47225,56015.29197,0
110104.14+062829.5,2105152027021,21.27,0.25,165.26449, 6.47223,56015.29779,0
110104.14+062829.5,2105152027021,21.24,0.25,165.26422, 6.47251,56028.20738,0
110104.14+062829.5,2105152027021,20.53,0.18,165.26420, 6.47234,56028.22136,0
110104.14+062829.5,2105152027021,21.26,0.25,165.26436, 6.47217,56028.22825,0
110104.14+062829.5,2105152027021,20.78,0.20,165.26436, 6.47219,56087.18293,0
110104.14+062829.5,2105152027021,21.21,0.24,165.26435, 6.47215,56087.18756,0
110104.14+062829.5,2105152027021,21.31,0.26,165.26436, 6.47226,56087.19688,0
110104.14+062829.5,2105152027021,21.19,0.25,165.26442, 6.47224,56251.50504,0
110104.14+062829.5,2105152027021,21.16,0.25,165.26434, 6.47235,56251.50929,0
110104.14+062829.5,2105152027021,21.02,0.23,165.26430, 6.47219,56251.51354,0
110104.14+062829.5,2105152027021,21.51,0.30,165.26449, 6.47221,56251.51783,0
110104.14+062829.5,2105152027021,21.38,0.29,165.26425, 6.47220,56263.47258,0
110104.14+062829.5,2105152027021,20.90,0.22,165.26424, 6.47256,56263.48554,0
110104.14+062829.5,2105152027021,21.16,0.25,165.26448, 6.47222,56311.40411,0
110104.14+062829.5,2105152027021,20.93,0.22,165.26443, 6.47238,56311.40995,0
110104.14+062829.5,2105152027021,21.11,0.25,165.26435, 6.47222,56311.41579,0
110104.14+062829.5,2105152027021,20.89,0.22,165.26430, 6.47233,56311.42171,0
110104.14+062829.5,2105152027021,21.20,0.26,165.26435, 6.47222,56354.33236,0
110104.14+062829.5,2105152027021,21.68,0.34,165.26430, 6.47220,56354.33590,0
110104.14+062829.5,2105152027021,21.38,0.30,165.26426, 6.47242,56354.34300,0
110104.14+062829.5,2105152027021,21.46,0.30,165.26444, 6.47226,56365.27152,0
110104.14+062829.5,2105152027021,21.09,0.25,165.26459, 6.47213,56365.27622,0
110104.14+062829.5,2105152027021,21.55,0.32,165.26440, 6.47234,56365.28083,0
110104.14+062829.5,2105152027021,21.58,0.32,165.26451, 6.47225,56365.28558,0
110104.14+062829.5,2105152027021,20.91,0.23,165.26440, 6.47217,56385.30429,0
110104.14+062829.5,2105152027021,21.67,0.34,165.26420, 6.47227,56397.14040,0
110104.14+062829.5,2105152027021,21.55,0.32,165.26453, 6.47227,56397.14629,0
110104.14+062829.5,2105152027021,20.92,0.23,165.26439, 6.47211,56397.15219,0
110104.14+062829.5,2105152027021,20.78,0.23,165.26421, 6.47228,56453.16895,0
110104.14+062829.5,2105152027021,21.39,0.31,165.26422, 6.47246,56453.18359,0
110104.14+062829.5,2105152027021,20.83,0.21,165.26428, 6.47215,56604.50798,0
110104.14+062829.5,2105152027021,21.21,0.26,165.26432, 6.47215,56604.51171,0
110104.14+062829.5,2105152027021,21.08,0.24,165.26422, 6.47222,56604.51543,0
110104.14+062829.5,2105152027021,20.13,0.15,165.26416, 6.47204,56640.44353,0
110104.14+062829.5,2105152027021,21.24,0.26,165.26424, 6.47227,56663.41099,0
110104.14+062829.5,2105152027021,20.60,0.19,165.26443, 6.47216,56663.42003,0
110104.14+062829.5,2105152027021,21.41,0.28,165.26429, 6.47229,56663.42909,0
110104.14+062829.5,2105152027021,21.56,0.30,165.26422, 6.47245,56663.43814,0
133433.24-013825.3,1001073028588,17.79,0.10,203.63850,-1.64032,53464.36394,0
133433.24-013825.3,1001073028588,17.85,0.10,203.63850,-1.64047,53464.37201,0
133433.24-013825.3,1001073028588,17.84,0.10,203.63851,-1.64041,53464.38010,0
133433.24-013825.3,1001073028588,17.79,0.10,203.63849,-1.64044,53464.38814,0
133433.24-013825.3,1001073028588,17.70,0.10,203.63836,-1.64036,53734.48966,0
133433.24-013825.3,1001073028588,17.70,0.10,203.63852,-1.64034,53734.49752,0
133433.24-013825.3,1001073028588,17.83,0.11,203.63849,-1.64040,53734.50542,0
133433.24-013825.3,1001073028588,17.83,0.11,203.63847,-1.64032,53734.51330,0
133433.24-013825.3,1001073028588,17.53,0.10,203.63852,-1.64033,53553.19151,0
133433.24-013825.3,1001073028588,17.52,0.10,203.63851,-1.64035,53553.19796,0
133433.24-013825.3,1001073028588,17.51,0.10,203.63848,-1.64057,53553.20443,0
133433.24-013825.3,1001073028588,17.46,0.10,203.63861,-1.64015,53553.21092,0
133433.24-013825.3,1001073028588,17.88,0.11,203.63849,-1.64056,53498.28886,0
133433.24-013825.3,1001073028588,17.74,0.10,203.63848,-1.64040,53498.29592,0
133433.24-013825.3,1001073028588,17.74,0.10,203.63846,-1.64032,53498.30299,0
133433.24-013825.3,1001073028588,17.79,0.11,203.63848,-1.64032,53498.31002,0
133433.24-013825.3,1001073028588,17.72,0.11,203.63851,-1.64038,53521.23203,0
133433.24-013825.3,1001073028588,17.64,0.10,203.63852,-1.64037,53521.24062,0
133433.24-013825.3,1001073028588,17.74,0.10,203.63845,-1.64040,53521.24921,0
133433.24-013825.3,1001073028588,17.80,0.11,203.63837,-1.64043,53521.25783,0
133433.24-013825.3,1001073028588,17.85,0.11,203.63832,-1.64037,53844.33764,0
133433.24-013825.3,1001073028588,18.09,0.12,203.63836,-1.64040,53844.34624,0
133433.24-013825.3,1001073028588,17.78,0.11,203.63842,-1.64028,53844.35486,0
133433.24-013825.3,1001073028588,17.89,0.11,203.63849,-1.64035,53844.36347,0
133433.24-013825.3,1001073028588,17.77,0.10,203.63851,-1.64029,54094.50778,0
133433.24-013825.3,1001073028588,17.72,0.10,203.63852,-1.64043,54094.51618,0
133433.24-013825.3,1001073028588,17.68,0.10,203.63844,-1.64042,54094.52456,0
133433.24-013825.3,1001073028588,17.63,0.10,203.63840,-1.64050,54094.53300,0
133433.24-013825.3,1001073028588,17.92,0.11,203.63847,-1.64041,53773.50309,0
133433.24-013825.3,1001073028588,17.95,0.11,203.63845,-1.64049,53773.51017,0
133433.24-013825.3,1001073028588,18.03,0.12,203.63829,-1.64047,53773.51731,0
133433.24-013825.3,1001073028588,18.07,0.12,203.63846,-1.64036,53773.52442,0
133433.24-013825.3,1001073028588,17.83,0.11,203.63847,-1.64046,53786.49967,0
133433.24-013825.3,1001073028588,17.52,0.10,203.63854,-1.64057,53786.50512,0
133433.24-013825.3,1001073028588,17.71,0.10,203.63860,-1.64038,53786.51053,0
133433.24-013825.3,1001073028588,17.95,0.11,203.63861,-1.64042,53786.51585,0
133433.24-013825.3,1001073028588,17.87,0.11,203.63839,-1.64031,53744.47145,0
133433.24-013825.3,1001073028588,17.70,0.10,203.63843,-1.64036,53744.47948,0
133433.24-013825.3,1001073028588,17.71,0.10,203.63846,-1.64028,53744.48754,0
133433.24-013825.3,1001073028588,17.78,0.11,203.63846,-1.64047,53744.49560,0
133433.24-013825.3,1001073028588,17.68,0.10,203.63852,-1.64031,53761.44328,0
133433.24-013825.3,1001073028588,17.89,0.11,203.63839,-1.64029,53761.44915,0
133433.24-013825.3,1001073028588,17.86,0.11,203.63841,-1.64032,53761.45503,0
133433.24-013825.3,1001073028588,17.85,0.11,203.63846,-1.64036,53761.46092,0
133433.24-013825.3,1001073028588,17.90,0.12,203.63846,-1.64042,53937.15577,0
133433.24-013825.3,1001073028588,17.77,0.11,203.63836,-1.64030,53937.16106,0
133433.24-013825.3,1001073028588,17.71,0.11,203.63848,-1.64042,53937.16637,0
133433.24-013825.3,1001073028588,17.79,0.12,203.63832,-1.64047,53937.17165,0
133433.24-013825.3,1001073028588,17.65,0.26,203.63859,-1.64043,53903.27018,0
133433.24-013825.3,1001073028588,17.98,0.31,203.63809,-1.64033,53903.27115,0
133433.24-013825.3,1001073028588,18.13,0.34,203.63828,-1.64091,53903.27214,0
133433.24-013825.3,1001073028588,17.86,0.29,203.63837,-1.64074,53903.27311,0
133433.24-013825.3,1001073028588,17.93,0.13,203.63848,-1.64021,53803.41606,0
133433.24-013825.3,1001073028588,17.80,0.13,203.63827,-1.64034,53803.42245,0
133433.24-013825.3,1001073028588,17.71,0.12,203.63842,-1.64030,53803.42885,0
133433.24-013825.3,1001073028588,18.03,0.14,203.63841,-1.64045,53803.43521,0
133433.24-013825.3,1001073028588,17.83,0.11,203.63841,-1.64026,53875.27679,0
133433.24-013825.3,1001073028588,17.79,0.11,203.63841,-1.64027,53875.28422,0
133433.24-013825.3,1001073028588,17.83,0.11,203.63837,-1.64037,53875.29168,0
133433.24-013825.3,1001073028588,17.79,0.11,203.63841,-1.64038,53875.29912,0
133433.24-013825.3,1001073028588,17.71,0.09,203.63852,-1.64047,53881.23932,0
133433.24-013825.3,1001073028588,17.80,0.10,203.63835,-1.64042,53881.25052,0
133433.24-013825.3,1001073028588,17.78,0.10,203.63841,-1.64032,53881.26175,0
133433.24-013825.3,1001073028588,17.80,0.10,203.63856,-1.64042,53881.27294,0
133433.24-013825.3,1001073028588,17.56,0.10,203.63848,-1.64034,54205.32842,0
133433.24-013825.3,1001073028588,17.58,0.10,203.63856,-1.64042,54205.33483,0
133433.24-013825.3,1001073028588,17.63,0.10,203.63843,-1.64040,54205.34124,0
133433.24-013825.3,1001073028588,17.62,0.10,203.63853,-1.64039,54205.34762,0
133433.24-013825.3,1001073028588,17.73,0.10,203.63851,-1.64039,54260.22998,0
133433.24-013825.3,1001073028588,17.60,0.10,203.63853,-1.64039,54260.23750,0
133433.24-013825.3,1001073028588,17.65,0.10,203.63855,-1.64047,54260.24505,0
133433.24-013825.3,1001073028588,17.58,0.10,203.63840,-1.64048,54260.25259,0
133433.24-013825.3,1001073028588,17.74,0.11,203.63847,-1.64041,54267.19472,0
133433.24-013825.3,1001073028588,17.91,0.12,203.63836,-1.64043,54267.20389,0
133433.24-013825.3,1001073028588,17.67,0.10,203.63854,-1.64035,54267.21311,0
133433.24-013825.3,1001073028588,17.72,0.11,203.63856,-1.64031,54267.22232,0
133433.24-013825.3,1001073028588,17.67,0.10,203.63847,-1.64041,54171.37252,0
133433.24-013825.3,1001073028588,17.65,0.10,203.63852,-1.64040,54171.38027,0
133433.24-013825.3,1001073028588,17.60,0.10,203.63855,-1.64034,54171.38803,0
133433.24-013825.3,1001073028588,17.81,0.10,203.63844,-1.64038,54171.39575,0
133433.24-013825.3,1001073028588,17.86,0.15,203.63844,-1.64047,54237.26120,0
133433.24-013825.3,1001073028588,17.86,0.12,203.63852,-1.64032,54237.27331,0
133433.24-013825.3,1001073028588,17.79,0.11,203.63834,-1.64043,54237.28242,0
133433.24-013825.3,1001073028588,17.69,0.11,203.63843,-1.64016,54237.28783,0
133433.24-013825.3,1001073028588,17.67,0.10,203.63855,-1.64033,54243.21373,0
133433.24-013825.3,1001073028588,17.72,0.10,203.63844,-1.64008,54243.21968,0
133433.24-013825.3,1001073028588,17.67,0.10,203.63844,-1.64032,54243.22561,0
133433.24-013825.3,1001073028588,17.68,0.10,203.63845,-1.64040,54243.23156,0
133433.24-013825.3,1001073028588,17.90,0.11,203.63834,-1.64049,54568.38655,0
133433.24-013825.3,1001073028588,17.90,0.11,203.63851,-1.64028,54568.39207,0
133433.24-013825.3,1001073028588,17.90,0.11,203.63856,-1.64024,54568.39766,0
133433.24-013825.3,1001073028588,18.09,0.11,203.63842,-1.64031,54568.40322,0
133433.24-013825.3,1001073028588,17.73,0.10,203.63857,-1.64044,54580.36352,0
133433.24-013825.3,1001073028588,17.94,0.11,203.63838,-1.64035,54580.37048,0
133433.24-013825.3,1001073028588,17.80,0.10,203.63837,-1.64045,54580.37748,0
133433.24-013825.3,1001073028588,17.97,0.11,203.63825,-1.64049,54580.38450,0
133433.24-013825.3,1001073028588,17.93,0.11,203.63834,-1.64036,54502.48074,0
133433.24-013825.3,1001073028588,17.89,0.10,203.63849,-1.64034,54502.49102,0
133433.24-013825.3,1001073028588,17.86,0.10,203.63852,-1.64041,54502.50133,0
133433.24-013825.3,1001073028588,17.71,0.10,203.63833,-1.64045,54502.51160,0
133433.24-013825.3,1001073028588,17.81,0.10,203.63833,-1.64029,54524.51394,0
133433.24-013825.3,1001073028588,17.85,0.10,203.63846,-1.64025,54524.52184,0
133433.24-013825.3,1001073028588,17.93,0.11,203.63841,-1.64052,54524.52967,0
133433.24-013825.3,1001073028588,17.83,0.10,203.63847,-1.64040,54524.53749,0
133433.24-013825.3,1001073028588,17.79,0.10,203.63849,-1.64051,54496.47597,0
133433.24-013825.3,1001073028588,17.66,0.10,203.63837,-1.64050,54496.48035,0
133433.24-013825.3,1001073028588,17.89,0.10,203.63846,-1.64039,54496.48468,0
133433.24-013825.3,1001073028588,17.87,0.10,203.63834,-1.64031,54496.48902,0
133433.24-013825.3,1001073028588,17.98,0.10,203.63841,-1.64030,54624.23533,0
133433.24-013825.3,1001073028588,18.06,0.10,203.63831,-1.64029,54624.24195,0
133433.24-013825.3,1001073028588,17.82,0.10,203.63853,-1.64043,54624.24855,0
133433.24-013825.3,1001073028588,17.82,0.10,203.63848,-1.64045,54624.25514,0
133433.24-013825.3,1001073028588,17.81,0.09,203.63855,-1.64044,54538.36558,0
133433.24-013825.3,1001073028588,17.89,0.10,203.63848,-1.64044,54538.37430,0
133433.24-013825.3,1001073028588,17.88,0.10,203.63829,-1.64058,54538.38304,0
133433.24-013825.3,1001073028588,18.02,0.10,203.63846,-1.64038,54538.39182,0
133433.24-013825.3,1001073028588,17.91,0.11,203.63841,-1.64051,54938.23824,0
133433.24-013825.3,1001073028588,18.15,0.12,203.63833,-1.64040,54938.24310,0
133433.24-013825.3,1001073028588,17.99,0.11,203.63838,-1.64029,54938.24791,0
133433.24-013825.3,1001073028588,17.79,0.10,203.63844,-1.64052,54938.25270,0
133433.24-013825.3,1001073028588,17.84,0.10,203.63831,-1.64037,54881.47935,0
133433.24-013825.3,1001073028588,18.00,0.11,203.63849,-1.64035,54881.48537,0
133433.24-013825.3,1001073028588,17.68,0.10,203.63869,-1.64014,54881.49139,0
133433.24-013825.3,1001073028588,17.79,0.10,203.63847,-1.64060,54881.49738,0
133433.24-013825.3,1001073028588,17.91,0.11,203.63823,-1.64029,54862.45078,0
133433.24-013825.3,1001073028588,17.87,0.10,203.63833,-1.64029,54862.46107,0
133433.24-013825.3,1001073028588,17.91,0.11,203.63847,-1.64036,54862.47142,0
133433.24-013825.3,1001073028588,17.97,0.11,203.63844,-1.64029,54862.48194,0
133433.24-013825.3,1001073028588,18.14,0.12,203.63847,-1.64040,54997.18261,0
133433.24-013825.3,1001073028588,17.91,0.11,203.63858,-1.64048,54997.18808,0
133433.24-013825.3,1001073028588,18.00,0.11,203.63839,-1.64039,54997.19349,0
133433.24-013825.3,1001073028588,18.04,0.11,203.63831,-1.64042,54997.19890,0
133433.24-013825.3,1001073028588,18.06,0.11,203.63836,-1.64035,54966.28965,0
133433.24-013825.3,1001073028588,17.95,0.11,203.63851,-1.64051,54966.29809,0
133433.24-013825.3,1001073028588,18.00,0.11,203.63850,-1.64036,54966.30648,0
133433.24-013825.3,1001073028588,17.71,0.10,203.63839,-1.64048,54966.31504,0
133433.24-013825.3,1001073028588,17.88,0.11,203.63854,-1.64046,54979.22672,0
133433.24-013825.3,1001073028588,17.93,0.11,203.63854,-1.64029,54979.23404,0
133433.24-013825.3,1001073028588,17.88,0.11,203.63843,-1.64053,54979.24137,0
133433.24-013825.3,1001073028588,17.88,0.11,203.63845,-1.64029,54979.24877,0
133433.24-013825.3,1001073028588,18.22,0.12,203.63843,-1.64036,55290.34629,0
133433.24-013825.3,1001073028588,18.01,0.11,203.63854,-1.64037,55290.35322,0
133433.24-013825.3,1001073028588,18.10,0.12,203.63829,-1.64037,55290.36018,0
133433.24-013825.3,1001073028588,17.81,0.10,203.63846,-1.64053,55290.36717,0
133433.24-013825.3,1001073028588,17.77,0.10,203.63827,-1.64040,55301.35754,0
133433.24-013825.3,1001073028588,18.04,0.11,203.63830,-1.64037,55301.36443,0
133433.24-013825.3,1001073028588,18.09,0.12,203.63837,-1.64043,55301.37146,0
133433.24-013825.3,1001073028588,18.02,0.11,203.63837,-1.64048,55301.37851,0
133433.24-013825.3,1001073028588,18.00,0.11,203.63848,-1.64052,55241.40888,0
133433.24-013825.3,1001073028588,18.05,0.12,203.63845,-1.64037,55241.41701,0
133433.24-013825.3,1001073028588,17.83,0.11,203.63851,-1.64044,55241.42522,0
133433.24-013825.3,1001073028588,18.00,0.11,203.63828,-1.64040,55241.43336,0
133433.24-013825.3,1001073028588,17.90,0.11,203.63831,-1.64038,55352.23049,0
133433.24-013825.3,1001073028588,18.07,0.11,203.63844,-1.64032,55352.23793,0
133433.24-013825.3,1001073028588,17.83,0.11,203.63824,-1.64062,55352.24533,0
133433.24-013825.3,1001073028588,17.92,0.11,203.63848,-1.64033,55352.25268,0
133433.24-013825.3,1001073028588,18.02,0.13,203.63850,-1.64044,55364.15896,0
